track_id,track_name,album_name,album_id,popular,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration
27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),622NFw5Yk0OReMJ2XWcXUh,True,0.736,0.704,3,-7.409,0.0615,0.0203,0.0,0.0501,0.894,149.995,3.53
4fouWK6XVHhzl78KzQ1UjL,abcdefu,abcdefu,6tUQPKlpR4x1gjrXTtOImI,True,0.695,0.54,4,-5.692,0.0493,0.299,0.0,0.367,0.415,121.932,2.81
5Eax0qFko2dh7Rl2lYs3bx,Efecto,Un Verano Sin Ti,3RQQmkQEvNCY4prGKE6oc5,True,0.801,0.475,7,-8.797,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,3.55
6I3mqTwhRpn34SLVafSH7G,Ghost,Justice,5dGWwsZ9iB2Xc3UKR0gif2,True,0.601,0.741,2,-5.569,0.0478,0.185,2.91e-05,0.415,0.441,153.96,2.55
6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,Glimpse of Us,6ZZvx0aefZV3LKa053fn71,True,0.44,0.317,8,-9.258,0.0531,0.891,4.78e-06,0.141,0.268,169.914,3.89
6Xom58OOXk2SoU711L2IXO,Moscow Mule,Un Verano Sin Ti,3RQQmkQEvNCY4prGKE6oc5,True,0.804,0.674,5,-5.453,0.0333,0.294,1.18e-06,0.115,0.292,99.968,4.1
50nfwKoDiSYg8zOCREWAm5,Shivers,=,32iAEBstCjauDhyKpGjTuq,True,0.788,0.859,2,-2.724,0.0856,0.281,0.0,0.0424,0.822,141.02,3.46
0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,Easy On Me,224jZ4sUX7OhAuMwaxp86S,True,0.604,0.366,5,-7.519,0.0282,0.578,0.0,0.133,0.13,141.981,3.74
58HvfVOeJY7lUuCqF0m3ly,MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,4hYYpUC8Ewb74tP23Y1lmM,True,0.41,0.611,4,-8.271,0.0467,0.0228,0.0,0.116,0.0899,185.727,3.07
6Uj1ctrBOjOas8xZXGqKk4,Woman,Planet Her,1nAQbHeOWTfQzbOoFrvndW,True,0.824,0.764,5,-4.175,0.0854,0.0888,0.00294,0.117,0.881,107.998,2.88
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,I Love You.,4xkM0BwLM9H2IUcbYzpcBI,True,0.612,0.807,10,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,4.01
6mmPpaltUZK7xjNlBPQQ0p,Desesperados,VICE VERSA,2Nt6MDJXfoxQ22tIQgWXIh,True,0.869,0.694,1,-3.35,0.0783,0.356,0.00125,0.0878,0.511,90.02,3.75
3JvKfv6T31zO0ini8iNItO,Another Love,Long Way Down (Deluxe),0Gf1yE895FKK4YWVRuAeg8,True,0.445,0.537,4,-8.532,0.04,0.695,1.65e-05,0.0944,0.131,122.769,4.07
7dSZ6zGTQx66c2GF91xCrb,PROVENZA,PROVENZA,1wLB2bnCl2m5m9M9g8r93Y,True,0.87,0.516,1,-8.006,0.0541,0.656,0.00823,0.11,0.53,111.005,3.5
0QBzMgT7NIeoCYy3sJCof1,Bam Bam (feat. Ed Sheeran),Bam Bam (feat. Ed Sheeran),6FIMt58naoGYrOe4Wn2P3n,True,0.756,0.697,8,-6.377,0.0401,0.182,0.0,0.333,0.956,94.996,3.43
0wHFktze2PHC5jDt3B17DC,First Class,Come Home The Kids Miss You,2eE8BVirX9VF8Di9hD90iw,True,0.902,0.582,5,-5.902,0.109,0.111,3.18e-06,0.111,0.332,107.005,2.9
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,After Hours,4yP0hdKOZPNshxUOjY0cZj,True,0.514,0.73,1,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,3.33
1ri9ZUkBJVFUdgwzCnfcYs,MAMIII,MAMIII,6GHUywBU0u92lg0Dhrt40R,True,0.843,0.7,4,-3.563,0.0803,0.0934,0.0,0.14,0.899,93.991,3.77
3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,Where Are You Now,5YrOK7zze6egKg9a8WRcnD,True,0.671,0.636,6,-8.117,0.103,0.515,0.000411,0.172,0.262,120.966,2.47
3rmo8F54jFF8OgYsqTxm5d,Bad Habits,=,32iAEBstCjauDhyKpGjTuq,True,0.807,0.893,11,-3.745,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,3.85
5fwSHlTEWpluwOM0Sxnh5k,Pepas,Pepas,2A5ksnhz7YWbRLvFMjX1j1,True,0.762,0.766,7,-3.955,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,4.79
4ZtFanR9U6ndgddUvNcjcG,good 4 u,SOUR,6s84u2TUpR3wdUv4NgKA2j,True,0.563,0.664,9,-5.044,0.154,0.335,0.0,0.0849,0.688,166.928,2.97
2eAvDnpXP5W0cVtiI0PUxV,Dandelions,Safe Haven,6FgtuX3PtiB5civjHYhc52,True,0.609,0.692,1,-2.958,0.0259,0.0157,0.0,0.0864,0.454,116.959,3.9
1PckUlxKqWQs3RlWXVBLw3,About Damn Time,About Damn Time,4JApkbiesQxv5drdEZRlZC,True,0.836,0.743,10,-6.305,0.0656,0.0995,0.0,0.335,0.722,108.966,3.2
0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,MONTERO,6pOiDiuDQqrmo5DbG0ZubR,True,0.737,0.846,1,-4.51,0.22,0.00614,0.0,0.0486,0.546,87.981,2.4
4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",04PEOM6kIEeq9lRp1asNP2,True,0.704,0.797,0,-5.927,0.0475,0.0826,0.000745,0.0546,0.825,139.994,2.47
46HNZY1i7O6jwTA7Slo2PI,My Universe,Music Of The Spheres,06mXfvDsRZNfnsGZvX2zpb,True,0.573,0.711,1,-6.268,0.0406,0.0114,0.0,0.328,0.47,105.006,3.77
5ww2BF9slyYgNOk37BlC4u,La Bachata,La Bachata,1TpGeAzOJgAGdPkcWl95r2,True,0.835,0.679,7,-5.329,0.0364,0.583,1.98e-06,0.218,0.85,124.98,2.71
0lREs0EdgrMQQKw00yx0Ct,Una Noche en Medellín,Una Noche en Medellín,77HpsjuhHrcZhIp0PyiROw,True,0.87,0.548,10,-5.253,0.077,0.0924,4.6e-05,0.0534,0.832,96.018,2.56
4SqWKzw0CbA05TGszDgMlc,I Love You So,I Love You So,7ucm85tRsWk6EyVHaYAxe9,True,0.575,0.648,10,-4.891,0.0358,0.583,0.0,0.115,0.466,75.977,2.67
1SOClUWhOi8vHZYMz3GluK,Infinity,Feel Something,6MuWCR3WPjwyKhqsTKLZ3z,True,0.671,0.673,11,-6.941,0.0444,0.148,5.29e-05,0.304,0.494,121.963,3.96
4tYFy8ALRjIZvnvSLw5lxN,Party,Un Verano Sin Ti,3RQQmkQEvNCY4prGKE6oc5,True,0.829,0.799,9,-5.389,0.0897,0.0151,0.000543,0.242,0.471,97.013,3.79
6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Fine Line,7xV2TzoaVc0ycW7fwBwAml,True,0.548,0.816,0,-4.209,0.0465,0.122,0.0,0.335,0.557,95.39,2.9
18asYwWugKjjsihZ0YvRxO,The Motto,The Motto,278z9UXJaMNDH9Bel9uAxV,True,0.754,0.763,7,-4.627,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,2.75
5CZ40GBx1sQ9agT82CLQCT,traitor,SOUR,6s84u2TUpR3wdUv4NgKA2j,True,0.38,0.339,3,-7.885,0.0338,0.691,0.0,0.12,0.0849,100.607,3.82
1qEmFfgcLObUfQm0j1W2CK,Late Night Talking,Harry's House,5r36AJ6VOJtp00oxSkBZ5h,True,0.714,0.728,10,-4.595,0.0468,0.298,0.0,0.106,0.901,114.996,2.97
0T5iIrXA4p5GsubkhuBIKV,Until I Found You,Until I Found You,18CtLoAMTr7F8ngtuM6D8i,True,0.539,0.508,10,-6.05,0.0288,0.727,0.0,0.174,0.227,101.358,2.96
4gzsuuZypVbxs0Af1LSZyB,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),4589OIFRZp41qbsp7TWFCx,True,0.639,0.703,4,-6.33,0.0794,0.0889,1.78e-06,0.0865,0.138,169.888,3.46
2JPLbjOn0wPCngEot2STUS,Yonaguni,Yonaguni,6VSOIs13DaSG2IPilNviX5,True,0.644,0.648,1,-4.601,0.118,0.276,0.0,0.135,0.44,179.951,3.45
41oY4WCTj5kccfesTVFnvN,Tarot,Un Verano Sin Ti,3RQQmkQEvNCY4prGKE6oc5,True,0.795,0.684,11,-3.971,0.0419,0.0225,0.0,0.658,0.419,114.011,3.96
